UniqueID,NearSchoolDist,NearSchoolMins,DistMeters,TimeMins
22B342000,Jackson  Via Elementary School,Jackson  Via Elementary School,1078,14.4
22B232000,Jackson  Via Elementary School,Jackson  Via Elementary School,1078,14.4
22B233000,Jackson  Via Elementary School,Jackson  Via Elementary School,1078,14.4
22B233100,Jackson  Via Elementary School,Jackson  Via Elementary School,1078,14.4
290142000,Buford Middle School,Buford Middle School,1221,16.3
300019000,Buford Middle School,Buford Middle School,928,12.4
300071000,Buford Middle School,Buford Middle School,570,7.6
300070000,Buford Middle School,Buford Middle School,577,7.7
290052000,Buford Middle School,Buford Middle School,1214,16.2
290234000,Buford Middle School,Buford Middle School,1014,13.5
300075000,Buford Middle School,Buford Middle School,483,6.4
300117300,Buford Middle School,Buford Middle School,539,7.2
230088A00,Buford Middle School,Buford Middle School,743,9.9
230091000,Buford Middle School,Buford Middle School,765,10.2
230091100,Buford Middle School,Buford Middle School,728,9.7
230091200,Buford Middle School,Buford Middle School,717,9.6
230091300,Buford Middle School,Buford Middle School,706,9.4
230091400,Buford Middle School,Buford Middle School,694,9.3
230091500,Buford Middle School,Buford Middle School,692,9.2
22B321100,Buford Middle School,Buford Middle School,1376,18.4
22B320100,Buford Middle School,Buford Middle School,1383,18.4
230128101,Buford Middle School,Buford Middle School,893,11.9
230128900,Buford Middle School,Buford Middle School,893,11.9
230128800,Buford Middle School,Buford Middle School,899,12
230128700,Buford Middle School,Buford Middle School,897,12
230128600,Buford Middle School,Buford Middle School,892,11.9
230128500,Buford Middle School,Buford Middle School,885,11.8
230128400,Buford Middle School,Buford Middle School,879,11.7
230128300,Buford Middle School,Buford Middle School,872,11.6
230128200,Buford Middle School,Buford Middle School,865,11.5
230128100,Buford Middle School,Buford Middle School,858,11.4
2301705A0,Johnson Elementary School,Johnson Elementary School,826,11
2301704A0,Johnson Elementary School,Johnson Elementary School,866,11.5
2301703A0,Johnson Elementary School,Johnson Elementary School,886,11.8
230094900,Buford Middle School,Buford Middle School,707,9.4
230094101,Buford Middle School,Buford Middle School,722,9.6
230094110,Buford Middle School,Buford Middle School,753,10
230094800,Buford Middle School,Buford Middle School,710,9.5
230094700,Buford Middle School,Buford Middle School,719,9.6
230094500,Buford Middle School,Buford Middle School,728,9.7
230094400,Buford Middle School,Buford Middle School,755,10.1
230094300,Buford Middle School,Buford Middle School,768,10.2
230094200,Buford Middle School,Buford Middle School,778,10.4
230092100,Buford Middle School,Buford Middle School,741,9.9
290063200,Buford Middle School,Buford Middle School,1018,13.6
300160300,Buford Middle School,Buford Middle School,486,6.5
300061100,Buford Middle School,Buford Middle School,670,8.9
300062A00,Buford Middle School,Buford Middle School,722,9.6
300062B00,Buford Middle School,Buford Middle School,716,9.5
300062C00,Buford Middle School,Buford Middle School,711,9.5
300062D00,Buford Middle School,Buford Middle School,706,9.4
300062E00,Buford Middle School,Buford Middle School,701,9.3
300062F00,Buford Middle School,Buford Middle School,695,9.3
300062M00,Buford Middle School,Buford Middle School,653,8.7
300062L00,Buford Middle School,Buford Middle School,659,8.8
300062K00,Buford Middle School,Buford Middle School,664,8.8
300062J00,Buford Middle School,Buford Middle School,669,8.9
300062I00,Buford Middle School,Buford Middle School,674,9
300062H00,Buford Middle School,Buford Middle School,678,9
300062G00,Buford Middle School,Buford Middle School,687,9.2
300062N00,Buford Middle School,Buford Middle School,648,8.6
300062P00,Buford Middle School,Buford Middle School,665,8.9
300062O00,Buford Middle School,Buford Middle School,623,8.3
300062Q00,Buford Middle School,Buford Middle School,663,8.8
250005B00,Buford Middle School,Buford Middle School,783,10.4
250005C00,Buford Middle School,Buford Middle School,783,10.4
300036100,Buford Middle School,Buford Middle School,831,11.1
230094100,Buford Middle School,Buford Middle School,597,8
300040100,Buford Middle School,Buford Middle School,790,10.5
22B350A00,Jackson  Via Elementary School,Jackson  Via Elementary School,1116,14.9
250007001,Buford Middle School,Buford Middle School,1094,14.6
250007002,Buford Middle School,Buford Middle School,1093,14.6
250007003,Buford Middle School,Buford Middle School,1102,14.7
250007004,Buford Middle School,Buford Middle School,1106,14.7
250007005,Buford Middle School,Buford Middle School,1106,14.7
250007006,Buford Middle School,Buford Middle School,1094,14.6
250007007,Buford Middle School,Buford Middle School,1090,14.5
250007008,Buford Middle School,Buford Middle School,1077,14.4
250007009,Buford Middle School,Buford Middle School,1069,14.2
250007010,Buford Middle School,Buford Middle School,1059,14.1
250007011,Buford Middle School,Buford Middle School,1025,13.7
250007012,Buford Middle School,Buford Middle School,1070,14.3
250007013,Buford Middle School,Buford Middle School,1081,14.4
250007014,Buford Middle School,Buford Middle School,1094,14.6
300099001,Buford Middle School,Buford Middle School,721,9.6
230085001,Buford Middle School,Buford Middle School,674,9
230086000,Buford Middle School,Buford Middle School,693,9.2
290136001,Buford Middle School,Buford Middle School,1176,15.7
